décision;motif;siret;nom;code NAF;catégorie juridique;commune
gardée;"";31557825200019;"De La Route";01.50Z;6598;"Jougne"
exclue;"indivision";99123334700012;"Delanaud Durieux";68.20A;2110;"Jougne"
gardée;"";93229891200019;"Denerim Coiffure";96.02A;5710;"Jougne"
exclue;"particulier producteur d’énergie";52926461600028;"Dominique Mesnier";35.11Z;1000;"Jougne"
gardée;"";10387710600015;"Dulcella Cosmetics";20.42Z;5710;"Jougne"
exclue;"société civile immobilière";98343574400013;"Ea Immo";68.20B;6540;"Jougne"
exclue;"société civile";88446964400014;"Ecla Patrimoine";68.20B;6599;"Jougne"
exclue;"particulier : location de son logement";87803322400014;"Edouard Cauche";68.20A;1000;"Jougne"
exclue;"société civile immobilière";93412054400010;"Elines";68.20B;6540;"Jougne"
gardée;"";89348884100014;"Elodie Villain (rodrigues)";47.99A;1000;"Jougne"
à vérifier;"société déclarée en holding ou siège social (66.30Z)";91369289300013;"Epigenie";66.30Z;5710;"Jougne"
à vérifier;"société déclarée en holding ou siège social (66.30Z)";95383336500018;"Epitome Advising";66.30Z;5710;"Jougne"
gardée;"";92199152700018;"Er.massages";96.04Z;1000;"Jougne"
gardée;"";81145435400010;"Erwann Feuvrier-Etevenard";47.91A;1000;"Jougne"
gardée;"";88093752900019;"Espace Beaute L'Eden";96.02B;5499;"Jougne"
gardée;"";34939280300020;"Espace Mont D Or Construt Gestion Consei";68.32A;5499;"Jougne"
gardée;"";97902224100017;"Essentiel Relax Haut Doubs";96.04Z;1000;"Jougne"
exclue;"particulier : location de son logement";91355760900017;"Esteban Alfonso";68.20A;1000;"Jougne"
gardée;"";35354807600010;"Ets Robbe Escargots Des Monts Jura";10.20Z;5499;"Jougne"
exclue;"particulier : location de son logement";49518542300011;"Evelyne Petitqueux";68.20A;1000;"Jougne"
gardée;"";89045673400023;"Fabien Bommarito";77.11A;1000;"Jougne"
gardée;"";45404841400097;"Faivre Rampant Carrieres F.r.c.";08.11Z;5710;"Jougne"
exclue;"société civile immobilière";10028892700013;"Famille Bertin-Guyon";68.20B;6540;"Jougne"
exclue;"société civile immobilière";88164617800015;"Famille Rodrigues-Feryn";68.20B;6540;"Jougne"
gardée;"";91302304000011;"Fast & Fournil";56.10C;5710;"Jougne"
exclue;"particulier : location de son logement";91050314300018;"Fatiha Benkerroum";68.20A;1000;"Jougne"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";94177631200014;"Fbch";70.10Z;5710;"Jougne"
exclue;"administrations et associations";87795882700017;"Femina One";94.99Z;9220;"Jougne"
gardée;"";89955087500020;"Florent Boistard";41.20A;1000;"Jougne"
exclue;"particulier : location de son logement";84900503800021;"Florian Jouet";68.20A;1000;"Jougne"
gardée;"";81357848100018;"Gaec Des Estives";01.41Z;6533;"Jougne"
gardée;"";40223957800022;"Gaec La Fougere";01.41Z;6533;"Jougne"
gardée;"";40223957800030;"Gaec La Fougere";35.11Z;6533;"Jougne"
exclue;"indivision";92145288400023;"Galeano Lopes";68.20A;2110;"Jougne"
gardée;"";92145288400031;"Galeano Lopes";55.20Z;2110;"Jougne"
gardée;"";79776276200020;"Galina Demierre";74.30Z;1000;"Jougne"
gardée;"";83800624500016;"Garage Du Flocon";45.20A;5499;"Jougne"
gardée;"";42909919500019;"Gerald Reyren";56.10A;1000;"Jougne"
exclue;"particulier producteur d’énergie";99412587000018;"Geraldine Lance (devaud)";35.11Z;1000;"Jougne"
exclue;"particulier : location de son logement";42804818500014;"Gerard Gros";68.20B;1000;"Jougne"
exclue;"société civile";91044210200018;"Gfa De Palzard";68.20B;6534;"Jougne"
exclue;"particulier : location de son logement";98813828500016;"Ghislain Passarelli";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";50345010800041;"Gregory Nicod";68.20A;1000;"Jougne"
exclue;"organisme public";21250318900137;"Groupe Scolaire";85.20Z;7210;"Jougne"
exclue;"société civile";50410848100012;"Groupement Foncier Rural Les Gentianes";68.20B;6534;"Jougne"
gardée;"";53468439400024;"Groupement Forestier Du Laquerez & Du Moulin (gfl)";02.20Z;6536;"Jougne"
gardée;"";53292518700025;"Guichet D'Informations Generalistes";96.09Z;9220;"Jougne"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";50379233500013;"Hair'Concept";70.10Z;5499;"Jougne"
gardée;"";53790525900017;"Haut Doubs Batiment - Architecture Et Pilotage Du Haut Doubs (aphd)";74.90A;5499;"Jougne"
gardée;"";41451064400027;"Haut Doubs Judo (hdj)";93.12Z;9220;"Jougne"
gardée;"";38823767900013;"Herve Poix Daude";01.42Z;1000;"Jougne"
exclue;"société civile immobilière";88130488500018;"Hjh";68.20B;6540;"Jougne"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";91002898400011;"Htc";70.10Z;5710;"Jougne"
gardée;"";91739057700018;"Hugo Harson";86.23Z;1000;"Jougne"
gardée;"";84787439300014;"Ideabulle";68.31Z;1000;"Jougne"
gardée;"";94756239300019;"Idgraph'X";74.10Z;1000;"Jougne"
exclue;"société civile immobilière";80495601900025;"Immobi'Ssart";68.20B;6540;"Jougne"
exclue;"indivision";43060535200011;"Indi Authier";68.20B;2110;"Jougne"
gardée;"";41441641200016;"Indiv. Andre Et Pierre Gresset";02.20Z;2110;"Jougne"
exclue;"indivision";89934274500010;"Indivision Aurelien Et Charline Perrot";68.20A;2110;"Jougne"
exclue;"indivision";98033420500021;"Indivision Bondier / Odobez";68.20A;2110;"Jougne"
gardée;"";84943387500010;"Indivision Leresche";02.10Z;2110;"Jougne"
exclue;"indivision";94063129400011;"Indivision Maetz Et Rolland";68.20A;2110;"Jougne"
exclue;"indivision";93459713900013;"Indivision Pinede-Demarle";68.20A;2110;"Jougne"
exclue;"indivision";89148440400019;"Indivision Pithon Christophe Bouchioua Majdouline";68.20A;2110;"Jougne"
exclue;"indivision";97790189100019;"Indivision Spisso-Gerard";68.20A;2110;"Jougne"
exclue;"particulier : location de son logement";93869106000017;"Isabelle Aubry";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";97804274500015;"Isabelle Bischoff";68.20A;1000;"Jougne"
exclue;"société civile immobilière";82960944500012;"Iscovijo";68.20B;6540;"Jougne"
gardée;"";83044550800013;"Isko";63.12Z;5499;"Jougne"
exclue;"particulier : location de son logement";83480902200017;"Jacqueline Boudaillez";68.20A;1000;"Jougne"
gardée;"";77831691900043;"James Coulot";85.51Z;1000;"Jougne"
exclue;"particulier : location de son logement";85224865700029;"Jean-Francois Veyret";68.20A;1000;"Jougne"
gardée;"";45161095000011;"Jean-Marie Bonnet";03.22Z;1000;"Jougne"
gardée;"";45161095000029;"Jean-Marie Bonnet";56.10C;1000;"Jougne"
exclue;"particulier : location de son logement";87938662100012;"Jean-Yves Meuterlos";68.20A;1000;"Jougne"
exclue;"société civile immobilière";88191047500014;"Jeanti";68.20B;6540;"Jougne"
gardée;"";98379365400010;"Jep Charpente";43.91A;5710;"Jougne"
exclue;"particulier : location de son logement";91374634300015;"Jerome Francois";68.20A;1000;"Jougne"
exclue;"société civile immobilière";48520970400017;"Jeurine";68.20B;6540;"Jougne"
gardée;"";84533522300010;"Jmthev";85.51Z;1000;"Jougne"
exclue;"particulier : location de son logement";92143158100013;"Joel Rochet";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";92143158100047;"Joel Rochet";68.20A;1000;"Jougne"
gardée;"";53085019700019;"Josette Boillot (rivard)";02.10Z;1000;"Jougne"
gardée;"";98391747700017;"Jougne 25";56.10C;5710;"Jougne"
gardée;"";85092016600012;"Jules Mouchet";47.11B;1000;"Jougne"
gardée;"";85267242700030;"Julia Brunie";18.13Z;1000;"Jougne"
exclue;"particulier : location de son logement";94964132800016;"Julie Ferreira";68.20A;1000;"Jougne"
gardée;"";44764879100039;"Julien Mercier";86.23Z;1000;"Jougne"
exclue;"particulier : location de son logement";91320463200016;"Julien Petitcuenot";68.20A;1000;"Jougne"
gardée;"";80492766300018;"Julien Sandona";43.32B;1000;"Jougne"
exclue;"particulier : location de son logement";94424903600012;"Karine Mangeant";68.20A;1000;"Jougne"
exclue;"société civile immobilière";42275948000011;"Kasprivie";68.20B;6540;"Jougne"
exclue;"société civile immobilière";79396891800029;"Kellou";68.20B;6540;"Jougne"
exclue;"société civile immobilière";51864049500017;"Kgba";68.20B;6540;"Jougne"
gardée;"";49791565200034;"L Ile Aux Enfants";88.91A;9220;"Jougne"
exclue;"administrations et associations";78445230200051;"L'Entraide Du Cinema & Spectac";94.99Z;9220;"Jougne"
gardée;"";10045255600010;"L'Entre 2";56.10C;5710;"Jougne"
gardée;"";88235069700034;"L'Epicurieuse";47.91A;1000;"Jougne"
gardée;"";79972426500027;"L'Etoile Interieure";47.91B;1000;"Jougne"
gardée;"";75163817200013;"La Bricotte";10.71B;5499;"Jougne"
gardée;"";89909269600017;"La Fabrique D'Autrefois";10.71C;5499;"Jougne"
exclue;"société civile immobilière";97986611800016;"La Fabrique D'Autrefois Immobiliere";68.20B;6540;"Jougne"
gardée;"";91200446200012;"La Main Verte";81.30Z;5499;"Jougne"
gardée;"";44852771300029;"La Main Verte";01.49Z;1000;"Jougne"
gardée;"";35600000001073;"La Poste";53.10Z;5510;"Jougne"
gardée;"";88453759800010;"La Ruch'Bio Jougne";47.29Z;5499;"Jougne"
exclue;"société civile immobilière";80508432400021;"La Souris Verte";68.20B;6540;"Jougne"
gardée;"";84921307900015;"La Tavernetta";56.10A;1000;"Jougne"
exclue;"société civile immobilière";43979742400025;"Le Cercle";68.20B;6540;"Jougne"
gardée;"";37819048200026;"Le Domaine De La Fee Verte";01.28Z;1000;"Jougne"
exclue;"société civile immobilière";81873474100015;"Le Haut Joli";68.20B;6540;"Jougne"
gardée;"";80286861200028;"Le Joker";47.26Z;5202;"Jougne"
gardée;"";98245716000017;"Le Sommet By Chef Meunier";56.10C;5710;"Jougne"
gardée;"";53842064700017;"Legendes D'Automne";47.59B;5499;"Jougne"
exclue;"administrations et associations";92350890700014;"Les Brule-Loups Ou Association Des Familles D'Entre-Les-Fourgs";94.99Z;9220;"Jougne"
exclue;"société civile immobilière";48298487900015;"Les Cloutiers";68.20B;6540;"Jougne"
exclue;"société civile immobilière";41833138500017;"Les Cymes";68.20B;6540;"Jougne"
gardée;"";90112643300019;"Les Oracles De Jess";96.09Z;1000;"Jougne"
gardée;"";81958252900031;"Les P'Tits Bambous De Jougne";88.91A;5710;"Jougne"
gardée;"";89776894100014;"Les Petits Lutins Du Doubs";01.49Z;1000;"Jougne"
exclue;"société civile immobilière";48463095900019;"Les Piquemiettes";68.20B;6540;"Jougne"
exclue;"société civile immobilière";50526207100010;"Les Sureaux";68.20B;6540;"Jougne"
gardée;"";10341013000019;"Linea Graphisme";74.10Z;1000;"Jougne"
exclue;"indivision";94810622400017;"Lmnp Borrel-Burgat";68.20A;2110;"Jougne"
exclue;"particulier : location de son logement";83940379700013;"Loic Morel";68.20A;1000;"Jougne"
exclue;"société civile immobilière";84099636700016;"Lojc";68.20B;6540;"Jougne"
exclue;"organisme public";21250318900145;"Lotissement Les Perrieres";42.99Z;7210;"Jougne"
gardée;"";43060528700019;"Louis Parriaux";02.40Z;1000;"Jougne"
exclue;"particulier : location de son logement";83464603600014;"Luc Tomas";68.20A;1000;"Jougne"
gardée;"";41948637800054;"Ludovic Harson";86.23Z;1000;"Jougne"
exclue;"particulier : location de son logement";99489857500018;"Maeva Regard";68.20A;1000;"Jougne"
gardée;"";53822753900011;"Magdalena Fissori (sekowska)";90.03B;1000;"Jougne"
exclue;"organisme public";21250318900012;"Mairie";84.11Z;7210;"Jougne"
gardée;"";93103561200015;"Manondemougin";96.02B;1000;"Jougne"
gardée;"";39445482100015;"Marie-Josephe Parriaux";01.41Z;1000;"Jougne"
exclue;"particulier : location de son logement";91522797900027;"Marine Boilly";68.20A;1000;"Jougne"
gardée;"";10605922300011;"Marine Grondin - Community Manager";70.21Z;1000;"Jougne"
gardée;"";98146878800014;"Matheo Szkuta";85.51Z;1000;"Jougne"
gardée;"";80180607600015;"Mathilde Caron";85.51Z;1000;"Jougne"
exclue;"particulier : location de son logement";88881982800011;"Matthieu Villain";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";88881982800029;"Matthieu Villain";68.20A;1000;"Jougne"
gardée;"";52195258000020;"Max Elec";43.21A;1000;"Jougne"
gardée;"";82041973700011;"Maxime Dezuanni";70.22Z;1000;"Jougne"
gardée;"";52420506900023;"Meca Mobile 25";45.20A;5499;"Jougne"
gardée;"";82966340000010;"Melodie Ghnassia";86.23Z;1000;"Jougne"
gardée;"";39782016800029;"Metallerie Serrurerie Ferronnerie Bonneau";43.32B;1000;"Jougne"
exclue;"société civile immobilière";47820910900014;"Mfgvm";68.20B;6540;"Jougne"
gardée;"";98384224600016;"Michelle Service";81.21Z;1000;"Jougne"
gardée;"";42347858500023;"Mickael Herbert";43.31Z;1000;"Jougne"
exclue;"société civile immobilière";52752120700011;"Micoirene";68.20B;6540;"Jougne"
exclue;"organisme public";21250318900129;"Microcentrale";35.11Z;7210;"Jougne"
gardée;"";93186460700011;"Mijoti Mijotons";88.10A;5710;"Jougne"
gardée;"";92902319000010;"Mirko Allee";53.20Z;1000;"Jougne"
gardée;"";99006989000012;"Mn Carre De L'Affaire";77.11A;5710;"Jougne"
gardée;"";82387074600059;"Mohamed Tahir";45.11Z;1000;"Jougne"
gardée;"";10746089100016;"Ms Creation";43.31Z;5499;"Jougne"
gardée;"";98407318900016;"Ms Creation";43.31Z;1000;"Jougne"
gardée;"";84787439300030;"Nadege Laithier (cordier) (ideabulle)";68.31Z;1000;"Jougne"
gardée;"";39445468000015;"Nadine Parriaux";01.41Z;1000;"Jougne"
exclue;"particulier : location de son logement";99895979500019;"Natalia Matias";68.20B;1000;"Jougne"
gardée;"";88080871200033;"Nathan Roussel";86.23Z;1000;"Jougne"
gardée;"";10789109500013;"Nathan Seba";86.90E;1000;"Jougne"
exclue;"particulier : location de son logement";45024451200049;"Nicolas Espirat";68.20A;1000;"Jougne"
gardée;"";51267358300013;"Nicolas Trapet";95.11Z;1000;"Jougne"
gardée;"";93047764100029;"O' 848";56.10A;5499;"Jougne"
gardée;"";81171211600011;"Odile Denuault";86.90F;1000;"Jougne"
gardée;"";91344657100030;"Orge Et Houblon";56.30Z;5710;"Jougne"
gardée;"";94937057100026;"Ortho Altitude";86.23Z;5485;"Jougne"
exclue;"société civile immobilière";48391941100023;"Palmyre";68.20B;6540;"Jougne"
gardée;"";92873586900028;"Parapharmacie Bien Etre Et Sante";47.75Z;5710;"Jougne"
exclue;"particulier : location de son logement";10236306600014;"Paul De Carvalho Ferreira";68.20A;1000;"Jougne"
gardée;"";39815724800012;"Paulette Kneip (rousseaux)";02.20Z;1000;"Jougne"
exclue;"particulier : location de son logement";99331457400019;"Pauline Magnier";68.20A;1000;"Jougne"
exclue;"société civile immobilière";97900745700018;"Pebana";66.30Z;6540;"Jougne"
exclue;"particulier : location de son logement";80240664500035;"Philippe Merle";68.20A;1000;"Jougne"
gardée;"";44419137300026;"Philippe Thiebaud";01.41Z;1000;"Jougne"
gardée;"";40017343100034;"Philippe Zhang";56.10A;1000;"Jougne"
gardée;"";83963679200039;"Pierre Girard Etiopathe";86.90F;1000;"Jougne"
gardée;"";53899262900021;"Pierre Meerts";70.21Z;1000;"Jougne"
gardée;"";92143158100039;"Pitt Connexion";47.91A;1000;"Jougne"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";99302234200014;"Preuvot Holding";70.10Z;5710;"Jougne"
gardée;"";10317215100013;"Prisme Solutions";43.22B;5710;"Jougne"
exclue;"particulier : location de son logement";84330902200013;"Quentin Martin";68.20A;1000;"Jougne"
gardée;"";67281391200025;"Raymond Gresset";02.20Z;1000;"Jougne"
gardée;"";10395650400015;"Reve & Realite Events";93.29Z;1000;"Jougne"
à vérifier;"société déclarée en holding ou siège social (64.20Z)";93051525900016;"Reve Jardin Concept";64.20Z;5710;"Jougne"
gardée;"";84761176100028;"Rituel De Vie";96.09Z;1000;"Jougne"
gardée;"";75380309700017;"Roselyne Richard (myotte)";47.99A;1000;"Jougne"
gardée;"";35396072700116;"S L B O";52.29B;5710;"Jougne"
gardée;"";42882468400024;"Sa Danzas";49.41A;3220;"Jougne"
gardée;"";49244238900036;"Sancey Richard Fromagerie Du Mont D'Or";10.51C;5499;"Jougne"
gardée;"";98975481700017;"Sandona Systems";47.78C;5710;"Jougne"
exclue;"particulier : location de son logement";85353454300014;"Sarra Yahiaoui";68.20A;1000;"Jougne"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";88135099500018;"Sas Houin Freres";70.10Z;5710;"Jougne"
gardée;"";82395902800015;"Sas Pinto";55.10Z;5710;"Jougne"
à vérifier;"indivision au nom d’activité touristique (68.20B)";94451942000011;"Sc Immo";68.20B;2110;"Jougne"
exclue;"société civile immobilière";90080643100012;"Schroeder Ga2m";68.20B;6540;"Jougne"
exclue;"société civile immobilière";41045544800010;"Sci Arc En Ciel";68.20B;6540;"Jougne"
exclue;"société civile immobilière";33530699900012;"Sci Chalet De La Piquemiette";68.20B;6540;"Jougne"
exclue;"société civile immobilière";45392088600018;"Sci Ctko Jougne";68.20B;6540;"Jougne"
exclue;"société civile immobilière";34474449500013;"Sci De La Ferriere";68.20B;6540;"Jougne"
exclue;"société civile immobilière";42280476500010;"Sci Des Alpes";68.20B;6540;"Jougne"
exclue;"société civile immobilière";34271785700037;"Sci Du College";68.20B;6540;"Jougne"
exclue;"société civile immobilière";10024455700011;"Sci Farniente";68.20B;6540;"Jougne"
exclue;"société civile immobilière";94008438700015;"Sci Jolans";68.20B;6540;"Jougne"
exclue;"société civile immobilière";53809836900019;"Sci La Main Verte";68.32A;6540;"Jougne"
exclue;"société civile immobilière";92071937400018;"Sci La Sauge";68.20B;6540;"Jougne"
exclue;"société civile immobilière";44316533700017;"Sci Lavisse";68.20B;6540;"Jougne"
exclue;"société civile immobilière";44883684100024;"Sci Les Saints Georges";68.20B;6540;"Jougne"
exclue;"société civile immobilière";44088396500012;"Sci Les Sylphes";68.20B;6540;"Jougne"
exclue;"société civile immobilière";52352256300015;"Sci Manoclai";68.20B;6540;"Jougne"
exclue;"société civile immobilière";41393083500025;"Sci Matiel";68.20B;6540;"Jougne"
exclue;"société civile immobilière";44810568400022;"Sci Mont Soleil";68.20B;6540;"Jougne"
exclue;"société civile immobilière";39999483900013;"Sci Oudot";68.20B;6540;"Jougne"
exclue;"société civile immobilière";83196183400015;"Sci Saj";68.20B;6540;"Jougne"
exclue;"société civile immobilière";83978786800018;"Sci Samijo";68.20B;6540;"Jougne"
exclue;"société civile immobilière";81497893800011;"Sci Sardinia";68.20B;6540;"Jougne"
exclue;"société civile immobilière";45301999400020;"Sci Sds";68.20B;6540;"Jougne"
exclue;"société civile immobilière";92790931700012;"Sci Sky";68.20B;6540;"Jougne"
exclue;"société civile immobilière";34272474700049;"Sci Studer";68.20B;6540;"Jougne"
exclue;"société civile immobilière";10717709900010;"Sci Tesserg";70.10Z;6540;"Jougne"
exclue;"société civile immobilière";89801315600010;"Sci Vogelweid";68.20B;6540;"Jougne"
gardée;"";93114244200017;"Scm Jma";66.19A;6589;"Jougne"
à vérifier;"société déclarée en immobilier (68.20A)";85393236600018;"Scs Ecla";68.20A;5306;"Jougne"
gardée;"";52499252600045;"Sd Services";45.11Z;5499;"Jougne"
gardée;"";92811536900011;"Sdl Multi Services";81.21Z;1000;"Jougne"
gardée;"";79152485300011;"Sebastien Ursic";43.99D;1000;"Jougne"
gardée;"";80290963000062;"Sebastien Vialle";86.23Z;1000;"Jougne"
exclue;"organisme public";21250318900061;"Service Assainissement";37.00Z;7210;"Jougne"
exclue;"organisme public";21250318900095;"Service Bois";02.20Z;7210;"Jougne"
exclue;"organisme public";21250318900087;"Service Constructions Funeraires";23.61Z;7210;"Jougne"
exclue;"organisme public";21250318900079;"Service Eau";36.00Z;7210;"Jougne"
exclue;"particulier : location de son logement";99242997700018;"Severine Barret";68.20A;1000;"Jougne"
gardée;"";48505831700010;"Severine Henriot";90.01Z;1000;"Jougne"
gardée;"";10874671000012;"Simon Nathan Ei";68.31Z;1000;"Jougne"
exclue;"administrations et associations";30279717000016;"Soc Amicale Anciens Soldats";94.99Z;9220;"Jougne"
