décision;motif;siret;nom;code NAF;catégorie juridique;commune
exclue;"société civile immobilière";91475918800016;"Le Champ Martelot";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";53995989000010;"Le Champ Pierreux";68.20B;6540;"Les Hopitaux-Neufs"
gardée;"";83819331600018;"Le Fournil Du Mont D'Or";10.71C;5499;"Les Hopitaux-Neufs"
gardée;"";84419646900010;"Le Refuge";56.10A;5499;"Les Hopitaux-Neufs"
gardée;"";49297741800028;"Le Sommet";55.20Z;5499;"Les Hopitaux-Neufs"
gardée;"";95304998800025;"Lena Cabrera Osteopathe";86.90E;1000;"Les Hopitaux-Neufs"
exclue;"société civile";43802121400012;"Les 3 Clochers";68.20B;6534;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";82840604100016;"Les 4 A";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";85167332700017;"Les Binis";68.20B;6540;"Les Hopitaux-Neufs"
gardée;"";81280305400061;"Les Dix Petits Doigts";88.91A;5499;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";95145039400014;"Leslie Donofrio";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";10490721700012;"Little Room";55.20Z;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";10719757600013;"Lmnp Rs Aoun";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";93511043700016;"Lnmp Genay";55.20Z;2110;"Les Hopitaux-Neufs"
gardée;"";80858311600013;"Loulou Presse";47.62Z;5499;"Les Hopitaux-Neufs"
gardée;"";50156988300025;"Ludivine Laurent (boillot)";86.90D;1000;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";34392079900016;"M Et S";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";44887016200030;"Madeleine";68.20B;6540;"Les Hopitaux-Neufs"
à vérifier;"société déclarée en immobilier (68.20B)";91848208400012;"Maeval";68.20B;5710;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";43992630400072;"Magali Deya";68.20A;1000;"Les Hopitaux-Neufs"
exclue;"organisme public";21250307200010;"Mairie";84.11Z;7210;"Les Hopitaux-Neufs"
à vérifier;"société déclarée en immobilier (41.10C)";49391963300013;"Manon";41.10C;5499;"Les Hopitaux-Neufs"
gardée;"";42671224600021;"Marcel Despiney";47.11B;1000;"Les Hopitaux-Neufs"
gardée;"";90993690800039;"Marie Cuenot";86.90E;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";91485635600011;"Marie-Laure Moutenet";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";50055412600036;"Marlene Chapuis (boillot)";86.90D;1000;"Les Hopitaux-Neufs"
gardée;"";34433956900040;"Martine Hesler";85.51Z;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";83494848100017;"Martine Sigrand (poly)";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";91236290200054;"Mathieu Durieux";68.31Z;1000;"Les Hopitaux-Neufs"
gardée;"";89050892200022;"Mau'Ve Aise Herbe";10.83Z;1000;"Les Hopitaux-Neufs"
gardée;"";91973657900021;"Metaclean25";81.21Z;1000;"Les Hopitaux Neufs"
exclue;"particulier : location de son logement";43461875700026;"Michele Guiot Bonjour (bonjour)";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";89818129200019;"Microbrasserie La Trouillou";11.05Z;1000;"Les Hopitaux-Neufs"
gardée;"";10525446000014;"Miniatopia";58.14Z;1000;"Les Hopitaux-Neufs"
gardée;"";92950635000016;"Mont D'Og";96.09Z;1000;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";87869021300011;"Mphr";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";51315448400051;"Nadine Saulnier";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";75075406100059;"Nathaelle Comandini";86.90E;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";83488538600013;"Nicole Berron (guilloux)";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";80226940700010;"Nouvelle Organisation En Laponie (n.o.e.l.)";90.02Z;9220;"Les Hopitaux-Neufs"
gardée;"";84254966900013;"O Del' Lisse";56.10C;1000;"Les Hopitaux-Neufs"
gardée;"";98266333800019;"O Douce Heure D'Anne";96.04Z;5499;"Les Hopitaux-Neufs"
gardée;"";49284031900031;"O Doux Instants";96.02B;1000;"Les Hopitaux-Neufs"
gardée;"";43420098600017;"Office Tourisme Mont D'Or Et Des 2 Lacs";79.11Z;9220;"Les Hopitaux-Neufs"
gardée;"";94436599800011;"Ofil2lau'";14.19Z;1000;"Les Hopitaux-Neufs"
gardée;"";38823916200018;"Olivier Perrin";85.51Z;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";91161889000014;"Olivier Scherer";68.20A;1000;"Les Hopitaux Neufs"
gardée;"";99021714300017;"Oskart";93.12Z;9220;"Les Hopitaux-Neufs"
exclue;"organisme public";13000153000489;"Pa/cei Vuillecin";84.13Z;7172;"Les Hopitaux-Neufs"
exclue;"société civile";48244476700016;"Paquette Le Monnier";68.20B;6599;"Les Hopitaux-Neufs"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";92873586900010;"Parapharmacie Bien Etre Et Sante";70.10Z;5710;"Les Hopitaux-Neufs"
gardée;"";34307357300010;"Pharmacie Jacquet";47.73Z;5485;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";80280515000017;"Pierre Billerey";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";43463634600018;"Pierre Robbe";56.30Z;1000;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";91406970300017;"Pouns'Immo";68.20B;6540;"Les Hopitaux-Neufs"
gardée;"";85255270200015;"Pourcelot Guillaume Architecte";71.11Z;5499;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";48171121600012;"Quentin Richard";68.20B;6540;"Les Hopitaux-Neufs"
gardée;"";91308681500010;"Ratmc";58.13Z;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";82103367700013;"Rene Clement";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";99312167200014;"Rider Sports Evolution";93.12Z;9220;"Les Hopitaux Neufs"
gardée;"";10308191500011;"Rita Auto";45.11Z;1000;"Les Hopitaux-Neufs"
gardée;"";94771710400022;"S@d";82.11Z;1000;"Les Hopitaux-Neufs"
gardée;"";92962143100014;"Salih Erdogan";81.21Z;1000;"Les Hopitaux-Neufs"
à vérifier;"société déclarée en immobilier (68.20B)";91175621100015;"Sas Ebbor";68.20B;5710;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";38093825800015;"Sci Antoine Et Marguerite";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";89800643200014;"Sci Anyde";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";75254320700019;"Sci B.m.o";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";89527449600028;"Sci Bad";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";32895962200015;"Sci Cleguy";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";43931438600020;"Sci Dampyc";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";79491237800013;"Sci Du Chamois";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";38745348300027;"Sci Goupar";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";90924389100019;"Sci L'As De Coeur";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";45021241000010;"Sci Le Miroir";68.20B;6540;"Les Hopitaux Neufs"
exclue;"société civile immobilière";40166915500012;"Sci Les Terrasses Malbuisson";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";41140932900017;"Sci Oceane";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";41924313400014;"Sci W.w.w. Ski Jura";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"organisme public";21250307200069;"Service Assainissement";37.00Z;7210;"Les Hopitaux-Neufs"
exclue;"organisme public";21250307200077;"Service Bois";02.20Z;7210;"Les Hopitaux-Neufs"
exclue;"organisme public";21250307200051;"Service Eau";36.00Z;7210;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";87917765700027;"Societe Civile Immobiliere C.j.p.t.";68.32A;6540;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";50889716200014;"Societe Civile Immobiliere Jorine (sci Jorine)";68.20B;6540;"Les Hopitaux-Neufs"
gardée;"";77831678600012;"Societe De Chasse La Rochette";93.12Z;9220;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";10784818600014;"Sophie Kennel (saling)";68.20A;1000;"Les Hopitaux-Neufs"
à vérifier;"société déclarée en holding ou siège social (64.20Z)";81075908400017;"Spfpl Sarl Pour La Profession De Pharmacien D'Officine Jacquet-Mathiot";64.20Z;5470;"Les Hopitaux-Neufs"
gardée;"";42825830500021;"Stephane Bouthiaux";93.19Z;1000;"Les Hopitaux-Neufs"
gardée;"";51954947100042;"Stephanie Brenot";47.99A;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";10424789500014;"Steven Sousa Costa";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";83489593007318;"Sushi Market Les Hopitaux Neufs";56.10C;5710;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";53927532100013;"Syflo";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"copropriété";37752343600014;"Synd Coprop Le Clos Paulin";81.10Z;9110;"Les Hopitaux-Neufs"
exclue;"copropriété";04350066900015;"Synd. Copr. L'Oree Des Pistes";81.10Z;9110;"Les Hopitaux-Neufs"
exclue;"copropriété";04350966000015;"Synd. Copropriete Centre Commercial";81.10Z;9110;"Les Hopitaux-Neufs"
exclue;"copropriété";04350071900018;"Synd. Copropriete Les Campenes";81.10Z;9110;"Les Hopitaux-Neufs"
gardée;"";77831683600015;"Syndicat D Initiative";79.11Z;9220;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";47859322100011;"Tammat";68.20B;6540;"Les Hopitaux-Neufs"
exclue;"société civile";44050691300019;"Taupette And Co";68.20B;6599;"Les Hopitaux-Neufs"
gardée;"";77567835201027;"Touristique Cheminots (atc)";55.20Z;9220;"Les Hopitaux-Neufs"
gardée;"";89022519600017;"Tout En Couture";95.29Z;1000;"Les Hopitaux-Neufs"
gardée;"";49339540400012;"Transports Cetre Damien";49.41B;5499;"Les Hopitaux Neufs"
exclue;"société civile immobilière";95387535800012;"Var 2003 (sci)";68.20B;6540;"Les Hopitaux-Neufs"
à vérifier;"société déclarée en holding ou siège social (66.30Z)";94296111100013;"Verimax";66.30Z;5710;"Les Hopitaux-Neufs"
gardée;"";38870542800034;"Vinmath";45.20A;5710;"Les Hopitaux-Neufs"
gardée;"";77561958800285;"Vtf Le Bief Rouge";55.20Z;9260;"Les Hopitaux-Neufs"
gardée;"";49083446200015;"Weldom";47.52B;5710;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";51175020000046;"Xavier Vionnet";68.20A;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";51175020000053;"Xavier Vionnet";68.20A;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";51175020000061;"Xavier Vionnet";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";75072642400013;"Xtreem";55.20Z;1000;"Les Hopitaux-Neufs"
exclue;"particulier : location de son logement";52465365600032;"Yves Crete";68.20A;1000;"Les Hopitaux-Neufs"
gardée;"";85399325100026;"Zebart.22";86.90F;1000;"Les Hopitaux-Neufs"
exclue;"société civile immobilière";10765672000011;"Aa-Apae";68.20B;6540;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";83976862900017;"Abn";68.20B;6540;"Les Hopitaux-Vieux"
gardée;"";99896933100011;"Ag Home";43.39Z;1000;"Les Hopitaux-Vieux"
exclue;"particulier : location de son logement";82114922600010;"Allan Trouf";68.20A;1000;"Les Hopitaux-Vieux"
gardée;"";88189252500018;"Allo Vincent";81.21Z;1000;"Les Hopitaux-Vieux"
exclue;"administrations et associations";78415783600015;"Anciens Combattants Hopitaux Vieux Neufs";94.99Z;9220;"Les Hopitaux-Vieux"
exclue;"particulier producteur d’énergie";78948421900017;"Anthony Hauck";35.11Z;1000;"Les Hopitaux-Vieux"
exclue;"particulier producteur d’énergie";10425563300018;"Antoni Taveira Guedes";35.11Z;1000;"Les Hopitaux-Vieux"
exclue;"organisme public";29251023700012;"Association Fonciere De Remembrement";42.99Z;7323;"Les Hopitaux-Vieux"
exclue;"administrations et associations";30279702200019;"Association Sapeurs Pompiers";94.99Z;9220;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";81416116200023;"Batitrucmuche";68.20B;6540;"Les Hopitaux-Vieux"
gardée;"";91186943600020;"Blaise Graugnard";47.99A;1000;"Les Hopitaux-Vieux"
à vérifier;"entrepreneur à enseigne déclaré en immobilier (68.20A)";51390363300024;"Catherine Giraud Telme (colin) (l'Annexe Appart-Hotel)";68.20A;1000;"Les Hopitaux-Vieux"
exclue;"organisme public";20006956500089;"Cc Des Lacs Et Montagnes Du Haut-Doubs (cclmhd)";84.11Z;7346;"Les Hopitaux-Vieux"
exclue;"indivision";92198764000031;"Cheyrezy";68.20A;2110;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";10567523500011;"Clc Chardon";68.20B;6540;"Les Hopitaux-Vieux"
exclue;"copropriété";53165868000016;"Copropriete Eden Roc";81.10Z;9110;"Les Hopitaux-Vieux"
gardée;"";87795533600020;"Curlstore";47.91B;5499;"Les Hopitaux-Vieux"
gardée;"";75229933900024;"Defiform'";47.74Z;5499;"Les Hopitaux-Vieux"
exclue;"organisme public";20006956500105;"Eau";36.00Z;7346;"Les Hopitaux-Vieux"
gardée;"";82913162200021;"Education Canine Du Chalet Du Mont D'Or";96.09Z;1000;"Les Hopitaux-Vieux"
gardée;"";99461943500013;"Ei Reflexologue Justine Martin";86.90F;1000;"Les Hopitaux-Vieux"
gardée;"";80534648300029;"Emmanuel Germain";43.39Z;1000;"Les Hopitaux-Vieux"
gardée;"";93790884600010;"Eta Du Haut Plateau";01.61Z;5710;"Les Hopitaux-Vieux"
gardée;"";42025595200020;"Eurl Des Alpages";47.29Z;5499;"Les Hopitaux-Vieux"
exclue;"particulier : location de son logement";89870883900011;"Eva Marchal";68.20A;1000;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";53879252400018;"Floric";68.20B;6540;"Les Hopitaux-Vieux"
gardée;"";75138458700018;"Gaec Malfroy";01.41Z;6533;"Les Hopitaux-Vieux"
à vérifier;"entrepreneur à enseigne déclaré en immobilier (68.20A)";51383584300022;"Gites La Grange";68.20A;1000;"Les Hopitaux-Vieux"
gardée;"";77575236300058;"Gondrand International Sa";52.29B;3120;"Les Hopitaux-Vieux"
gardée;"";81861547800018;"Groupement Agricole D'Exploitation En Commun Agree Courtet La Ferme De Fleurette";01.50Z;6533;"Les Hopitaux-Vieux"
gardée;"";75044104000011;"Groupement Agricole D'Exploitation En Commun Reconnu De La Beridole";01.50Z;6533;"Les Hopitaux-Vieux"
gardée;"";34520496000016;"Haut Doubs Reservations";74.30Z;9220;"Les Hopitaux-Vieux"
gardée;"";99338006200014;"High Flight";47.91B;1000;"Les Hopitaux-Vieux"
gardée;"";84998024800017;"Hunot Trouttet";02.10Z;2110;"Les Hopitaux-Vieux"
exclue;"société civile";10316390300018;"Immogest Dmj";66.30Z;6599;"Les Hopitaux-Vieux"
exclue;"indivision";91741570500016;"Indivision Meylan/renaud";68.20A;2110;"Les Hopitaux-Vieux"
gardée;"";93111466400010;"Indivision Robbe";02.10Z;2110;"Les Hopitaux Vieux"
gardée;"";10525845300015;"Joutang";82.11Z;5710;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";48099513300018;"Julmat R";68.20B;6540;"Les Hopitaux-Vieux"
exclue;"administrations et associations";85292807600011;"L'Association Pour Le Comice Agricole Des Hopitaux";94.99Z;9220;"Les Hopitaux-Vieux"
gardée;"";78968765400010;"L'Heure Des Tartines";10.71C;5499;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";51081617600018;"La Grange";68.20B;6540;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";53946818100018;"Le Fournil De L'Herba";68.20B;6540;"Les Hopitaux Vieux"
gardée;"";98947000000013;"Leocaterre";43.12A;5710;"Les Hopitaux-Vieux"
gardée;"";49218476700019;"Les Gentianes";90.01Z;9220;"Les Hopitaux-Vieux"
gardée;"";82962212500021;"Ling Yan Chardon (xie)";47.91B;1000;"Les Hopitaux-Vieux"
gardée;"";91253801400016;"Luxeocorps";96.04Z;1000;"Les Hopitaux-Vieux"
à vérifier;"société déclarée en holding ou siège social (66.30Z)";89863388800018;"Magestimo";66.30Z;5710;"Les Hopitaux-Vieux"
exclue;"organisme public";21250308000013;"Mairie";84.11Z;7210;"Les Hopitaux-Vieux"
exclue;"organisme public";20006956500097;"Maison De Sante Oye Et Pallet";86.21Z;7346;"Les Hopitaux-Vieux"
exclue;"particulier : location de son logement";81097769400019;"Malvina Lemonnier";68.20A;1000;"Les Hopitaux-Vieux"
gardée;"";10885894500018;"Manon Granat";81.21Z;1000;"Les Hopitaux-Vieux"
gardée;"";85092014100015;"Marie Glorieux (bonnefoy)";47.99A;1000;"Les Hopitaux-Vieux"
gardée;"";94869742000016;"Marvin Albacete (albacete)";55.20Z;1000;"Les Hopitaux-Vieux"
exclue;"particulier : location de son logement";39482894100010;"Michel Charnaux";68.20B;1000;"Les Hopitaux-Vieux"
gardée;"";50372826300016;"Mont D'Or Services";43.22A;5499;"Les Hopitaux-Vieux"
gardée;"";94285581800012;"Nicole Paris (vuillaume)";02.10Z;1000;"Les Hopitaux Vieux"
exclue;"particulier producteur d’énergie";79897265900022;"Olivier Demeester";35.11Z;1000;"Les Hopitaux-Vieux"
gardée;"";42081879100022;"Olympic Mont D'Or";93.12Z;9220;"Les Hopitaux-Vieux"
exclue;"particulier : location de son logement";42804681700014;"Pierre Baverel";68.20A;1000;"Les Hopitaux-Vieux"
exclue;"administrations et associations";50048464700028;"Pole Associatif Communautaire Du Mt D Or Des 2 Lacs";94.99Z;9220;"Les Hopitaux-Vieux"
gardée;"";82000632800034;"Raphael Liagre";62.02A;1000;"Les Hopitaux-Vieux"
gardée;"";83081923100085;"Romy Bachelet";86.90E;1000;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";99176398800011;"S.c.i La Grange Des Agettes";68.20B;6540;"Les Hopitaux-Vieux"
gardée;"";83903074900015;"Sas Paquette Damien";81.30Z;5710;"Les Hopitaux-Vieux"
exclue;"organisme public";21250308000039;"Sce Assainissement Les Hopitaux Vieux";37.00Z;7210;"Les Hopitaux-Vieux"
exclue;"organisme public";21250308000047;"Sce Eau Les Hopitaux Vieux";36.00Z;7210;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";88305434800015;"Sci Georges";68.20B;6540;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";99308244500012;"Sci Majeba";68.20B;6540;"Les Hopitaux-Vieux"
gardée;"";91808027600010;"Seco";43.32A;1000;"Les Hopitaux-Vieux"
gardée;"";10147614100011;"Sefamani";56.10C;5710;"Les Hopitaux-Vieux"
exclue;"organisme public";21250308000054;"Service Bois";02.20Z;7210;"Les Hopitaux-Vieux"
exclue;"organisme public";20006956500022;"Service D'Assainissement";37.00Z;7346;"Les Hopitaux-Vieux"
exclue;"organisme public";20006956500030;"Service Dechets";38.11Z;7346;"Les Hopitaux-Vieux"
gardée;"";77831700800036;"Societe Cooperative Agricole De Fromagerie La Fruitiere De Saint Antoine - Les Hopitaux";10.51C;6317;"Les Hopitaux-Vieux"
gardée;"";77831700800044;"Societe Cooperative Agricole De Fromagerie La Fruitiere De Saint Antoine - Les Hopitaux";10.51C;6317;"Les Hopitaux-Vieux"
gardée;"";89828859200014;"Steve Guyon";01.41Z;1000;"Les Hopitaux-Vieux"
exclue;"copropriété";41903640500019;"Synd. Coprop. Res. Le Mont De L'Herba";81.10Z;9110;"Les Hopitaux-Vieux"
exclue;"organisme public";25250826200026;"Syndicat D'Electricite Du Mont D'Or Et Des Lacs";84.13Z;7353;"Les Hopitaux-Vieux"
exclue;"organisme public";25250710800030;"Syndicat Mixte Des Deux Lacs";42.99Z;7354;"Les Hopitaux-Vieux"
gardée;"";50794109400017;"Syndicat Pastoral Des Hopitaux Vieux";01.11Z;9220;"Les Hopitaux-Vieux"
exclue;"société civile immobilière";50283178700044;"A.e.c.";68.20B;6540;"Jougne"
exclue;"société civile immobilière";92247671800015;"Aci";68.20B;6540;"Jougne"
gardée;"";92232597200011;"Act";47.26Z;5202;"Jougne"
gardée;"";48840513500010;"Addm Studio Des Ravieres";90.01Z;9220;"Jougne"
gardée;"";89530590200010;"Adeline Nicod (perusse)";96.09Z;1000;"Jougne"
exclue;"société civile immobilière";79065465100013;"Ajv Immobilier";68.20B;6540;"Jougne"
exclue;"particulier : location de son logement";79954120600014;"Alain Minary";68.20A;1000;"Jougne"
gardée;"";39507355400028;"Albert De Chavigny";47.25Z;5710;"Jougne"
exclue;"société civile immobilière";83122652700016;"Alec";68.20B;6540;"Jougne"
exclue;"particulier : location de son logement";97891717700013;"Alexandre Sombrin";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";91435369300015;"Alexia Odobez";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";91435369300023;"Alexia Odobez";68.20A;1000;"Jougne"
exclue;"société civile immobilière";43510996200017;"Alical";68.20B;6540;"Jougne"
exclue;"société civile immobilière";47800549900015;"Alliance";68.20B;6540;"Jougne"
exclue;"particulier : location de son logement";99274377300010;"Allison Bole-Richard";68.20A;1000;"Jougne"
gardée;"";94936467300028;"Altitude";86.23Z;5485;"Jougne"
exclue;"société civile immobilière";94824535200018;"Altitude Clinique";68.20B;6540;"Jougne"
exclue;"particulier : location de son logement";42337936100037;"Amar Skakni";68.20A;1000;"Jougne"
gardée;"";85032031800015;"Ambroise Roudeau";56.10C;1000;"Jougne"
exclue;"administrations et associations";30279716200013;"Amicale Des Sapeurs Pompiers";94.99Z;9220;"Jougne"
gardée;"";90221814800010;"Amsb Patrimoine";68.32A;6599;"Jougne"
gardée;"";10436574700013;"Andrey";55.20Z;2110;"Jougne"
exclue;"particulier producteur d’énergie";90492573200011;"Anne Maraux";35.11Z;1000;"Jougne"
exclue;"particulier producteur d’énergie";10952100500016;"Annick Bulle (saliou)";35.11Z;1000;"Jougne"
exclue;"société civile immobilière";83106578400017;"Apex";68.20B;6540;"Jougne"
exclue;"particulier : location de son logement";93771001000011;"Arnaud Goepfert";68.20A;1000;"Jougne"
gardée;"";48884147900014;"Art' & Muz'";85.59B;9220;"Jougne"
exclue;"administrations et associations";30279715400010;"Ass Clubb Du 3eme Age";94.99Z;9220;"Jougne"
gardée;"";77831818800019;"Ass Sportive La Ferriere";93.12Z;9220;"Jougne"
gardée;"";31430666300027;"Assoc Teleskis D'Entre Les Fourgs Jougne";49.39C;9220;"Jougne"
gardée;"";77831813900012;"Association Saint Vincent";55.20Z;9220;"Jougne"
gardée;"";48449453900014;"Atelier De Maryline";96.02A;5499;"Jougne"
gardée;"";41276002700018;"Au Chalet Du Pisteur";56.10A;5499;"Jougne"
gardée;"";93250950800010;"Au Gourmet De Jougne";56.10A;1000;"Jougne"
gardée;"";10991524900014;"Au Gourmet De Jougne";56.10C;5710;"Jougne"
gardée;"";79753506900034;"Aurelie W - Fluidart";82.19Z;1000;"Jougne"
exclue;"particulier producteur d’énergie";94518893600013;"Aurelien Debreux";35.11Z;1000;"Jougne"
gardée;"";90791825400018;"Azra T.e.m.";74.30Z;1000;"Jougne"
gardée;"";54282035202745;"B.p.f.c.m.a.";64.19Z;5560;"Jougne"
gardée;"";44537494500019;"Bar Restaurant De La Poste Le 1900";56.10A;1000;"Jougne"
gardée;"";10684347700014;"Bastien Kot";59.12Z;1000;"Jougne"
à vérifier;"société déclarée en immobilier (68.10Z)";93786018700015;"Beiro Immobilier";68.10Z;5710;"Jougne"
gardée;"";33228437100082;"Benoit Lesage";85.59A;1000;"Jougne"
exclue;"société civile immobilière";89212118700017;"Boistard";68.20B;6540;"Jougne"
gardée;"";94511631700013;"Boistard Construction";43.99C;5499;"Jougne"
exclue;"indivision";82288798000016;"Bonhoure- De La Brosse";68.20A;2110;"Jougne"
exclue;"société civile immobilière";88058230900014;"Breisil";68.20B;6540;"Jougne"
exclue;"organisme public";17250231200314;"Brigade Des Douanes De La Ferriere Sous Jougne";84.11Z;7172;"Jougne"
exclue;"particulier : location de son logement";10713245800012;"Brule Loups";68.20A;1000;"Jougne"
exclue;"société civile";44148181900015;"Bruleloup";68.20B;6599;"Jougne"
gardée;"";83413305000015;"Buldor";02.10Z;1000;"Jougne"
gardée;"";94768457700010;"Bv Motorsport Spare Parts";45.20A;1000;"Jougne"
gardée;"";49934267300021;"Cabinet Du Docteur Harson";86.23Z;5485;"Jougne"
exclue;"société civile";93853046600011;"Cae";66.30Z;6599;"Jougne"
exclue;"particulier : location de son logement";91069759800019;"Camille Gobi (simon)";68.20A;1000;"Jougne"
gardée;"";75188683900024;"Carrosserie Duverneuil";45.20A;1000;"Jougne"
exclue;"société civile immobilière";44849477300014;"Caulier";68.20B;6540;"Jougne"
exclue;"organisme public";26250091100017;"Ccas";88.99B;7361;"Jougne"
gardée;"";37862638600015;"Cecile Blanchard (lefrancois)";56.10A;1000;"Jougne"
exclue;"particulier : location de son logement";83163415900022;"Cecile Boin (nguyen)";68.20A;1000;"Jougne"
exclue;"société civile";88237042200017;"Cela";68.20B;6599;"Jougne"
gardée;"";48342250700036;"Centre Capillaire";96.02A;1000;"Jougne"
exclue;"particulier : location de son logement";99105152500012;"Chloe Pagny";68.20A;1000;"Jougne"
exclue;"particulier : location de son logement";83303790600017;"Christian Parriaux";68.20B;1000;"Jougne"
exclue;"particulier : location de son logement";91871066600010;"Christophe Bouvier";68.20A;1000;"Jougne"
gardée;"";93417389900014;"Ciryl Prost";74.10Z;1000;"Jougne"
gardée;"";91357981900016;"Clairvant Holding";82.11Z;5710;"Jougne"
exclue;"particulier : location de son logement";48505830900017;"Claude Cuby";68.20B;1000;"Jougne"
gardée;"";51758273000019;"Claude Francois Brin";56.21Z;1000;"Jougne"
exclue;"particulier : location de son logement";81428457600034;"Claudia Hennequin";68.20A;1000;"Jougne"
exclue;"indivision";92063213000018;"Claux / Toubin Indivision";68.20A;2110;"Jougne"
exclue;"société civile immobilière";45046601600018;"Col Des Enchaux";68.20B;6540;"Jougne"
gardée;"";21920049000205;"Colonie De Vacances De Jougne";55.20Z;7210;"Jougne"
exclue;"administrations et associations";10479264300017;"Comite D'Animation De Jougne";94.99Z;9220;"Jougne"
gardée;"";93365519300011;"Compagnie Jougnart";90.01Z;9220;"Jougne"
gardée;"";83528891100075;"Coralie Dutat";86.23Z;1000;"Jougne"
gardée;"";90098795900013;"Couleurs Du Vent";16.29Z;1000;"Jougne"
exclue;"société civile immobilière";90302227500015;"Cuby Ccvm";68.20B;6540;"Jougne"
à vérifier;"association ou organisme au nom d’activité ouverte au public (94.99Z)";88936885800011;"Culture Et Loisirs De Jougne";94.99Z;9220;"Jougne"
gardée;"";44416781100017;"Cuma Des Ecombelles";77.31Z;6316;"Jougne"
exclue;"particulier : location de son logement";34199331900019;"Daniel Graf";68.20B;1000;"Jougne"
gardée;"";34199331900027;"Daniel Graf";43.21A;1000;"Jougne"
exclue;"particulier : location de son logement";33013203600030;"Daniele Biesse (poix)";68.20B;1000;"Jougne"
exclue;"particulier : location de son logement";95303396600029;"Daya Saaoui (aya)";68.20A;1000;"Jougne"
